,VALUE SENTIMEN,tanggal,pengguna,isi teks,data_bersih
168,1,2022-06-15T12:38:49.000Z,Dika Pradana,"@Sumbu_Pondok @Uplu7 @Joebaedeh @BirdsNeeds @Tynky1 @AntonnBnj1 @Ketex14 @AsliArmed @Trompowsky1 @vvarganet1 @MuhSuwarno @Jakathea13 @ImanTangankanan @SRyanto94638978 @koechenkpororo @ed_tirta @Tendy75978200 @Dimaske59907129 @Abangkelana3 @DadungKawuk @kamel_rosidah @jhon_gudel @_JurangNeraka @kumb4ngkelana @Kumbang27958111 @aan_muba @EAqung @anton_maul @jey_jailbreaker @kankmazaydrooze @lantangkelana @Ryu53944310 @AritonOnang @Iteungik @widiajaya88 @Lintangkelana5 @AntonKu62463911 @DumolidRohypnol @Putri03974692 @Dwipakelana1 @ahista_perdana @awi_keboiwa @BukanBipang @rustama04228298 @person_sandora @Fadim98171431 @dombabikinoten1 @MahbubGhani @aniesbaswedan Iya donk, gak pake 3 periode, Anies konsekuen menghabiskan masa jabatan 5 tahun, bukan yg bohong omongan dan pengkhianat janji mau fokus sampai selesai masa jabatan baru 1 tahun mundur jadi calon presiden. Beda kelas lah... yg satu amanah yg satu lg khianat. Jelas kan...",iya donk pakai periode anies konsekuen habis jabat bohong omong khianat janji fokus selesai jabat mundur calon presiden beda kelas amanah khianat
169,1,2022-06-11T11:13:54.000Z,Dwiyana,@SyamChaniago Makanya dia ngegas bgt pgn Jokowi tiga periode,ngegas banget jokowi tiga periode
170,1,2022-05-16T10:02:27.000Z,Fraksi Gerindra MPR/DPR Republik Indonesia,"@SyawaludinPrat1 @PartaiSocmed Tiga periode disini bukan lewat pemilu, tapi lewat perpanjangan masa jabatan presiden..
Banyak alasan yg bisa dimainkan mereka utk nambah masa jabatan",tiga periode milu panjang jabat presiden alas main tambah jabat
171,1,2022-04-25T00:46:41.000Z,Kefira Arauna,"@tatakujiyati Masa jabatan berakhir itu sdh kodrat dalam amanahnya, yg perlu diperhatikan itu, apakah semua amanah sdh dilaksanakan secara benar sesuai dgn target yg dijanjikan. Buat pak Anies itu luar biasa mampu memenuhi janjinya.Insyaallah beliau terpilih menjadi Presiden RI 2024, aamiin",jabat kodrat amanah perhati amanah laksana sesuai target janji anies penuh janjinyainsyaallah beliau pilih presiden ri aamiin
172,1,2022-05-12T16:13:22.000Z,LaNyalla Academia {LNM},@tatakujiyati Ya seperti presiden yg tdk bisa melarang Apdesi teriak Tiga Periode dan lord luhut saja di beri jabatan lagi setelah BIG DATA. Yoo ngonoo toh,presiden larang apdesi teriak tiga periode lord luhut jabat big data yoo ngonoo
173,1,2022-05-12T03:30:00.000Z,Rafqi_Aulian,"@terkembang_4817 2 periode aja bikin kadrun mengkis mengkis....hidup dlm siksa,,gimana jika pak de Jokowi tiga periode??
Kadrun mati garing!!!",periode kadrun mengkis mengkishidup siksagimana de jokowi tiga periode kadrun mati garing
174,1,2022-04-21T10:03:03.000Z,Merdeka.com,"@thedufresne Kayanya dirapel pas akhir masa jabatan, bakal ada peresmian LRT sebelum turun sebagai legacy gubernur sekarang.

teatrikal ga sih, di sisi lain presiden yg ngeluarin PP ga mau ngritik karena takut bakal makin populer dan jadi bahan validasi para pendukungnya.",kaya rapel pas jabat resmi lrt turun legacy gubernur teatrikal sisi presiden keluar pp ngritik takut populer bahan validasi dukung
175,1,2022-05-08T08:48:05.000Z,ᵗᵐ,@Tiga_1516 Aqun bebal ...... Kasihan adminya tolol ..... gak liat kenyataan bahwa Banyak yg menginginkan Pak Jokowi 3 periode berarti pak Jokowi hebat tiada tanding ...,aqun bebal kasihan adminya tolol lihat nyata jokowi periode jokowi hebat tiada tanding
176,1,2022-04-13T23:11:56.000Z,Info,"@TirtoID 2018 diulang lagi sampe tahun ini.
Ya, mereka2 menghina aturan dimuka mereka sendiri.
Gimana kita tidak khawatir dengan tiga periode ato perpanjangan masa jabatan?",ulang hina atur muka khawatir tiga periode ato panjang jabat
177,1,2022-05-07T09:43:31.000Z,PUTRI SAKERA,@tukangrosok___ Menunda kenaikan harga BBM di ujung masa jabatan presiden adakah kelakuan tengik untuk menyelamatkan diri sebutan su'ul khotimah kepresidenan dan membuat jebakan buat presiden berikutnya untuk menetapkan kenaikan harga BBM sesaat setelah pelantikan.,tunda naik harga bbm ujung jabat presiden ada laku tengik selamat sebut suul khotimah presiden jebak presiden tetap naik harga bbm lantik
178,1,2022-06-26T08:07:02.000Z,Mr. Zack,@tunetokki kayak masa jabatan presiden aja min,jabat presiden min
179,1,2022-06-17T12:02:46.000Z,Arif Naleraja,"@Ucing_Senyum Done kakaa ..

Jgn smpai tiga periode Jokowi ,report kaa",done kakaa tiga periode jokowi lapor
180,1,2022-04-25T00:17:28.000Z,Duta Nugroho,"@UmarChelseaa_ @jokowi Sukanya yg sensasi. Beli minyak goreng pakai KTP, pakai pawang hujan, tiga periode. Bukan Jokowi,kalau tak suka sensasi",suka sensasi beli minyak goreng pakai ktp pakai pawang hujan tiga periode jokowikalau suka sensasi
181,1,2022-05-02T03:57:22.000Z,Kapitan Kie Polote,"@Urrangawak @Aryprasetyo85 @ganjarpranowo gak usah ngayal jadi presiden,gak ada prestasi,ngurus jateng gak becus,terlibat E-ktp gate.setelah usai masa jabatan 2periode yg gagal, lebih baik Jadi youtuber aja.",khayal presidengak prestasingurus jawa becusterlibat ektp gatesetelah jabat periode gagal youtuber
182,1,2022-04-29T00:02:33.000Z,Mpok' Latipeh ❤️,"@vanciseke @KPK_RI Keliru... presiden dilindungi dgn pasal 7 UUD 45. Periode pertama berperan sebagai malaikat agar dipilih kembali, periode kedua berperan sebagai iblis. Begitulah wajah iblis, demokrasi liberal rakyat langsung memilih GBHN dihapus dan masa jabatan presiden &amp; wapres dibatasi 2",keliru presiden lindung pasal uud periode peran malaikat pilih periode peran iblis wajah iblis demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden wapres batas
183,1,2022-04-25T07:19:04.000Z,Media Indonesia,"@vavach_najwa @dhikadalinterus @geloraco Presiden itu bukan simbol negara, tp jabatan presiden itu melekat kmnpun dia prg kecuali hbs masa jbtannya dan wafat saat msh menjabat",presiden simbol negara jabat presiden lekat kmnpun pergi kecuali habis jbtannya wafat jabat
184,1,2022-04-25T00:21:13.000Z,Ali Bejo,"@VeelaaRhie Tidak semudah membolak balikan tangan,untuk mendirikan negara khilafah,mau tiga periode,perpanjangan jabatan saja,ditentang seluruh elemen bangsa,dengan cara apa mau negara khilafah,kecuali menguasai seluruh anggota DPR RI,MPR RI,DPD,rubah UUD 45,baru bisa..mikirrrr",mudah bolak balik tanganuntuk diri negara khilafahmau tiga periodeperpanjangan jabat sajaditentang elemen bangsadengan negara khilafahkecuali kuasa anggota dpr rimpr ridpdrubah uud bisamikirrrr
185,1,2022-06-16T12:50:47.000Z,Pejabat Harian,"@VIVAcoid trs klo gada pemilu, jkw nambah masa jabatan gtu? trs perpecahan yg ada skrg mo dkemanain?

mestinya spaloh ngomong yg lebih tegas: buat apa ada presiden kalo tdk mempu meredam perpecahan?? (ucapan spt ini akan lebih adil bagi rakyat)",milu jkw tambah jabat pecah dkemanain mesti spaloh ngomong presiden mempu redam pecah ucap adil rakyat
186,1,2022-04-25T00:17:21.000Z,Duta Nugroho,@WiyonoHw @jokowi Emang dia minta tiga periode??,emang tiga periode
187,1,2022-04-24T12:24:32.000Z,Katadata.co.id,"@Yani03495310 @Odhe231 @NasDem Sejak demokrasi Pancasila MPR memilih presiden, menetapkan GBHN &amp; presiden dpt dipilih kembali diganti dgn demokrasi liberal rakyat langsung memilih, GBHN dihapus &amp; masa jabatan presiden dibatasi 2 periode ternyata partai cuma sarana keruk kekayaan negara baik legal maupun ilegal",demokrasi pancasila mpr pilih presiden tetap gbhn presiden pilih ganti demokrasi liberal rakyat langsung pilih gbhn hapus jabat presiden batas periode partai sarana keruk kaya negara legal ilegal
188,1,2022-04-24T11:39:03.000Z,PKS Jakarta Selatan,"@YoezZar @vieanne_ Maksud-y Bertanding dengan Puan? 
Itu skenario aja, biar kmarahan rakyat teralihkan di saat masa jabatan jokowi
.
Emang ganjar mau lawan Puan? 
Diusung partai apa si ganjar? 
.
Komando masih di tangan Megawati
.
Jd taktik aja mrk pada ribut, tiga periode, ngak mungkin lagi",maksudy tanding puan skenario kmarahan rakyat alih jabat jokowi emang ganjar lawan puan usung partai ganjar komando tangan megawati taktik ribut tiga periode
189,1,2022-06-03T12:00:03.000Z,POSKOTA Network,"@YoutubeILC Kabar baik : Presiden menolak perpanjangan jabatan dan tiga periode
Kabar buruk : Si anu yg ngomong",kabar presiden tolak panjang jabat tiga periode kabar buruk anu ngomong
190,1,2022-04-16T07:18:49.000Z,BiangKeroks,"@YulieReborn Yg pasti itu hanya alasan, klo mmng Jokowi tdk setuju beri peringatan keras yg mewac anakan tiga periode",alas mmng jokowi tuju ingat keras mewac ana tiga periode
191,1,2022-06-22T00:05:10.000Z,kutu kupret,"@yusuf_dumdum Dian menilai Presiden Joko Widodo atau Jokowi hingga kini belum tegas menolak wacana perpanjangan masa jabatan presiden menjadi tiga periode.

Dian kemane aje? Jokowi sudah 3x tegas menolak dlm pidato resmi. Pekok.",dian nilai presiden joko widodo jokowi tolak wacana panjang jabat presiden tiga periode dian kemane jokowi x tolak pidato resmi kok
192,1,2022-06-23T07:00:51.000Z,Farimanwhk,"[BREAKING NEWS] Polisi Amankan Ribuan Kaos Bertuliskan ""We Love Presiden Jokowi Tiga Periode"" di Ende NTT.
 https://t.co/3OSfl3j2kK",breaking berita polisi aman ribu kaos tulis we love presiden jokowi tiga periode ende ntt httpstcoosfljkk
193,1,2022-04-19T23:14:32.000Z,Indonesia Lawyers Club,[Cek Fakta] Video Jokowi dan Iriana Bagi-Bagi Kaus 'Jokowi Tiga Periode'? Ini Faktanya https://t.co/8KbPvu9Zef,cek fakta video jokowi iriana bagibagi kaus jokowi tiga periode fakta httpstcokbpvuzef
194,1,2022-04-23T02:32:46.000Z,juragan66,"[DISINFORMASI] Video Jokowi dan Iriana Bagi-bagi Kaus ""Jokowi Tiga Periode"" 

Beredar di media sosial sebuah video dengan narasi bahwa Presiden Joko Widodo (Jokowi) membagi-bagikan kaus ""Jokowi Tiga Periode"". 

Cek faktanya melalui infografis berikut ini, Lur! https://t.co/tOKPcawtft",disinformasi video jokowi iriana bagibagi kaus jokowi tiga periode edar media sosial video narasi presiden joko widodo jokowi membagibagikan kaus jokowi tiga periode cek fakta infografis lur httpstcotokpcawtft
195,1,2022-04-22T14:40:08.000Z,Katadata.co.id,[Hoax] Jokowi dan Iriana Bagi-Bagi Kaus 'Jokowi Tiga Periode' https://t.co/QwxdZ2jcu4 via @DetaxId,hoax jokowi iriana bagibagi kaus jokowi tiga periode httpstcoqwxdzjcu via
196,1,2022-06-27T00:36:44.000Z,Lambe Waras,"[LEAD; LEGISLATIVE E-ASSERTIVE DISCUSS]

Halo Civitas Akademika!
Viva Legislativa!

Kini hadir LEAD (Legislative E-Assertive Discuss)!

Pada kesempatan kali ini, LEAD akan mengulik desas-desus tentang penundaan Pemilu tahun 2024 serta rumor perpanjangan masa jabatan presiden https://t.co/OkPK7B48jy",lead legislative eassertive discuss halo civitas akademika viva legislativa hadir lead legislative eassertive discuss sempat kali lead ulik desasdesus tunda milu rumor panjang jabat presiden httpstcookpkbjy
197,1,2022-06-10T12:22:34.000Z,Azwar Rozali,"“... mewujudkan Indonesia Maju!” Nah, ini dia, Pak @jokowi! Terlibatlah aktif dlm mewujudkan Visi Indonesia Maju. Jadilah Presiden RI utk masa jabatan #3periode! Bapak masih muda, masih punya banyak tenaga utk berkarya bagi NKRI. Merdeka!!! @MPRRI @DPR_RI @PDI_Perjuangan",wujud indonesia maju libat aktif wujud visi indonesia maju presiden ri jabat periode muda tenaga karya nkri merdeka
198,1,2022-04-21T15:22:48.000Z,Pengamat Politik AlaAla,"“PRESIDEN SUDAH MENOLAK PERPNJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHASISWA MASIH DEMO?” TAYANG JAM 7 MALAM INI! SUBSCRIBE YOUTUBE &gt;&gt;&gt; https://t.co/AiKLCABo0J https://t.co/XfAbdiKKHp",presiden tolak perpnjangan jabat tiga periode mahasiswa demo tayang jam malam subscribe youtube gtgtgt httpstcoaiklcaboj httpstcoxfabdikkhp
199,1,2022-04-21T13:55:01.000Z,Answerts,"1. Rabu (15/6), Presiden @jokowi resmi melantik dua figur menteri dan tiga figur wakil menteri Kabinet Indonesia Maju untuk sisa masa jabatan periode tahun 2019-2024 di Istana Negara, Jakarta, dengan tetap menerapkan protokol kesehatan. 

Foto: BPMI Setpres https://t.co/nyQZdS3bOq",rabu presiden resmi lantik figur menteri tiga figur wakil menteri kabinet indonesia maju sisa jabat periode istana negara jakarta terap protokol sehat foto bpmi setpres httpstconyqzdsboq
200,1,2022-06-27T06:59:07.000Z,Henry,"2. Memasuki hari kedua kegiatan PPHKWN Selasa (21/6), Kepala Bagian Humas dan Kerja Sama Dalam Negeri MK Fajar Laksono menjelaskan pembatasan masa jabatan Presiden Indonesia.
(4/8) https://t.co/PVVVlAWkxU",pasuk giat pphkwn selasa kepala humas kerja negeri mk fajar laksono batas jabat presiden indonesia httpstcopvvvlawkxu
201,1,2022-04-21T12:09:59.000Z,Herald Jabar,"3 Provinsi Baru di Papua Segera Disahkan, KPU Sebut UU Pemilu Harus Direvisi.
REVISI UU PEMILU BISA GANGGU PROSES PEMILU &amp; MEMBUKA RUANG PENUNDAAN PEMILU SERTA PELUANG TAMBAH MASA JABATAN PRESIDEN?? https://t.co/GFQ5WaiX4x",provinsi papua sah kpu uu milu revisi revisi uu milu ganggu proses milu buka ruang tunda milu peluang jabat presiden httpstcogfqwaixx
202,1,2022-06-14T10:25:26.000Z,fajar online,4. Presiden @jokowi juga melantik tiga wakil menteri berdasarkan Keputusan Presiden Republik Indonesia Nomor 24/M Tahun 2022 tentang Pemberhentian dan Pengangkatan Wakil Menteri Negara Kabinet Indonesia Maju Periode Tahun 2019-2024. https://t.co/vAWrHEOGOP,presiden lantik tiga wakil menteri dasar putus presiden republik indonesia nomor m henti angkat wakil menteri negara kabinet indonesia maju periode httpstcovawrheogop
203,1,2022-04-21T08:24:10.000Z,Lausala,"6 tuntutan saat aksi 28 Maret 2022

1 - 1. Mahasiswa menuntut Presiden Joko Widodo bersikap tegas menolak dan memberikan pertanyaan sikap terhadap penundaan Pemilu 2024 atau masa jabatan tiga periode, karena sangat jelas mengkhianati konstitusi.",tuntut aksi maret mahasiswa tuntut presiden joko widodo sikap tolak sikap tunda milu jabat tiga periode khianat konstitusi
204,1,2022-06-28T00:06:00.000Z,kutu kupret,"ada masa waktu kapan selesai masa jabatan, maka nama jabatan dan pekerjaan saya tetap sesuai dengan SK tersebut. Saya kurang tahu isi SK Jabatan Presiden seperti apa, apakah disebutkan didalamnya"" sampai pelantikan presiden terbaru ataukah ada tanggal serta tahun presiden",selesai jabat nama jabat kerja sesuai sk isi sk jabat presiden dalam lantik presiden baru tanggal presiden
205,1,2022-04-21T04:08:38.000Z,Republika.co.id,"--ada yang menanyakan terkait isu-isu yang sedang muncul saat ini seputar penundaan pemilu maupun jabatan tiga periode. Pertanyaan-pertanyaan kritis tersebut cukup membuat Kajad terkejut, artinya anak-anak sekarang cukup melek terhadap isu-isu politik, pemilu dan demokrasi, --",kait isuisu muncul putar tunda milu jabat tiga periode pertanyaanpertanyaan kritis kajad kejut anakanak melek isuisu politik milu demokrasi
206,1,2022-04-20T23:01:00.000Z,Kau chan,Adi Prayitno menanggapi tafsiran M Qodari bahwa perpanjangan masa jabatan presiden jadi tiga periode masih berpeluang berlanjut. #Jokowi3periode https://t.co/wPxl1P8dxy,adi prayitno tanggap tafsir m qodari panjang jabat presiden tiga periode peluang lanjut jokowiperiode httpstcowpxlpdxy
207,1,2022-06-15T14:35:01.000Z,mangib_com,"Agree pak bewok
Maka nya gua termasuk yg ga percaya parpol mau amandemen masa jabatan Presiden",tuju bewok percaya parpol amandemen jabat presiden
208,1,2022-04-20T04:52:10.000Z,YUNANKINGSTAR1,"Airlangga balon pres dgn elektabilitas nol koma.

Ketika ingin dikudeta di golkar, cari legitimasi dri luar, PAN &amp; PPP mendukung. Terbentuklah KIB. Ganjar dpt tiket.

KIB dadakan utk mendorong capres yg siap melanjutkan proyek IKN. Kalau tdk ada, jokowi harus tiga periode. https://t.co/9VOyy9BQeA",airlangga balon pres elektabilitas nol koma kudeta golkar cari legitimasi pan ppp dukung bentuk kib ganjar tiket kib dada dorong capres lanjut proyek ikn jokowi tiga periode httpstcovoyybqea
209,1,2022-04-19T06:01:59.000Z,BEM FPIK UNSOED,"Aksi Mahasiswa Bandung, Minta Tolak Jabatan Tiga Periode dan Berantas Mafia Minyak Goreng #AksiDamai https://t.co/naJnge2YX1",aksi mahasiswa bandung tolak jabat tiga periode berantas mafia minyak goreng aksidamai httpstconajngeyx
210,1,2022-04-18T13:48:55.000Z,detikcom,Aktivis Malari 74: Tak Menutup Kemungkinan DPR Gerilya Amandemen UUD 45 Tiga Periode Jabatan Presiden https://t.co/mygFkt6fWe,aktivis malar tutup dpr gerilya amandemen uud tiga periode jabat presiden httpstcomygfktfwe
211,1,2022-04-22T13:27:21.000Z,DaTar169,"aku ktawa liat si eko yg ternyata ilmu dan nyalinya cuman segitu doang, ngomongnya kalm, mlempem, kayak ayam sayur, beda banget kalo ngetuit di medsos yg bgitu garang
PRESIDEN SUDAH MENOLAK PERPANJANGAN JABATAN &amp; TIGA PERIODE, KENAPA MAHAS... https://t.co/hF0xs3ixiE via @YouTube",ktawa lihat eko ilmu nyali segitu ngomongnya mlempem ayam sayur beda banget ngetweet medsos bgitu garang presiden tolak panjang jabat tiga periode mahas httpstcohfxsixie via
212,1,2022-04-18T11:01:32.000Z,antaranews.com,"Aliansi Mahasiswa Indonesia (AMI) melakukan aksi demonstrasi pada Kamis (21/4). Para mahasiswa membawa tujuh tuntutan. Salah satunya meminta Presiden Jokowi membuat pernyataan tertulis menolak wacana jabatan tiga periode. #Video

 https://t.co/Ms8d95Ivhv",aliansi mahasiswa indonesia ami aksi demonstrasi kamis mahasiswa bawa tujuh tuntut salah satu presiden jokowi nyata tulis tolak wacana jabat tiga periode video httpstcomsdivhv
213,1,2022-04-18T02:26:05.000Z,Dewi Anisa,Amien Rais Yakin masih Ada Gerakan Mengubah Jabatan Presiden Jadi Tiga Periode https://t.co/ucwvmmCvFY,amien rais gera ubah jabat presiden tiga periode httpstcoucwvmmcvfy
214,1,2022-06-19T10:17:06.000Z,Haji Umar Al Chelsea,"Apakah ini artinya semangat nilai ""Reformasi 1998"" dikorupsi ⁉️

Apakah wacana perpanjangan masa jabatan Presiden/Presiden 3 periode dan RUU KUHP itu bukti &amp; faktanya⁉️",semangat nilai reformasi korupsi wacana panjang jabat presidenpresiden periode ruu kuhp bukti fakta
215,1,2022-04-17T17:59:50.000Z,KRMT Garong Kuning.,"Arah Juang Edisi 131 sudah terbit! 

Beberapa waktu belakangan ini kita melihat berbagai manuver dari faksi-faksi borjuis untuk Pemilu 2024. Termasuk di dalamnya adalah isu: Jokowi Tiga Periode, Penundaan Pemilu ataupun Perpanjangan masa jabatan Jokowi. https://t.co/3lwTc6g2Ce",arah juang edisi terbit manuver faksifaksi borjuis milu dalam isu jokowi tiga periode tunda milu panjang jabat jokowi httpstcolwtcgce
216,1,2022-06-15T10:56:19.000Z,June,"Artinya sepertiga rakyat Indonesia ga faham makna konstitusi gitu? Kasihan sekali bangsa ini. Sepertiganya mengira kinstitusi soal aspirasi…

Ketum Projo: Sepertiga Rakyat Indonesia Menginginkan Jokowi Tiga Periode! https://t.co/qJmRbdaQ7R",tiga rakyat indonesia faham makna konstitusi kasihan bangsa tiga kinstitusi aspirasi tum projo tiga rakyat indonesia jokowi tiga periode httpstcoqjmrbdaqr
217,1,2022-04-17T14:02:12.000Z,Proletar,Artis Dewi Irawan Mendukung Jokowi Lebih dari Tiga Periode! https://t.co/xt2qJPCvNl,artis dewi irawan dukung jokowi tiga periode httpstcoxtqjpcvnl
218,1,2022-06-16T15:30:55.000Z,Al - Godzlag,Artis Dewi Irawan Mendukung Jokowi Lebih dari Tiga Periode! https://t.co/xt2qJPU7bV,artis dewi irawan dukung jokowi tiga periode httpstcoxtqjpubv
219,1,2022-06-12T14:16:48.000Z,KABAR HARI INI,"Awalnya saya mengira ini berita lama dari 1 atau 2 tahun yg lalu, begitu sy buka ternyata berita 25 Juni 2022, baru ditulis dua hari yg lalu. 

Relawan Jokpro Klaim Ada Sinyal Penerimaan Tiga Periode dari Jokowi https://t.co/rOlTrIRQst",berita buka berita juni tulis rawan jokpro klaim sinyal terima tiga periode jokowi httpstcoroltrirqst
220,1,2022-04-17T06:20:42.000Z,Himpunan Mahasiswa Jurusan Manajemen,"Awas Bisa Disebut Pengkhianat! Pendukung Jokowi Tiga Periode Mesti Tahu Amanat Reformasi

Pangi Syarwi Chaniago menyatakan tak setuju dengan wacana masa jabatan presiden menjadi tiga periode

24TahunReformasiDiKhianati
24TahunReformasiDiKhianati

https://t.co/Gl5Eep7qF4",awas khianat dukung jokowi tiga periode mesti amanat reformasi pangi syarwi chaniago tuju wacana jabat presiden tiga periode tahunreformasidikhianati tahunreformasidikhianati httpstcogleepqf
221,1,2022-05-23T15:46:49.000Z,Injoker,"Bahaya memang kalau orang terlalu lama berada pada pucuk kekuasaan. Bisa gak sadar dan gak bijak, krn terlena dgn kuasa. Mabuk akan pelayanan dan pengkultusan oleh banyak orang. Makanya masa jabatan Presiden itu hrs dibatasi cukup 2 periode. 10 tahun aja udah potensi jd otoriter.",bahaya orang pucuk kuasa sadar bijak lena kuasa mabuk layan kultus orang jabat presiden batas periode potensi otoriter
222,1,2022-06-23T07:45:32.000Z,Cantika,"Bahkan, politikus PDIP meminta generasi muda segera melakukan aksi protes ketika isu Jokowi menjabat Presiden RI tiga periode semakin menguat.  https://t.co/ECknn3vTFZ",politikus pdip generasi muda aksi protes isu jokowi jabat presiden ri tiga periode kuat httpstcoecknnvtfz
223,1,2022-06-15T22:17:29.000Z,unimaculata,bahwa pemerintah tengah berupaya untuk melakukan penundaan pemilu atau spekulasi mengenai perpanjangan jabatan Presiden dan juga yang berkaitan dengan soal tiga periode.,perintah upaya tunda milu spekulasi panjang jabat presiden kait tiga periode
224,1,2022-04-29T01:49:06.000Z,hhh,"Banyak yang kesal ya cak karena Jokowi pilih Zul Hasan, tidak dukung di pilpres 2019 malah dapat jabatan, PKB yang juga capek malah tidak ditambah. Tapi sampeyan kan dengan Zul Hasan sama saja!  Sama sama suarakan  perpanjangan masa jabatan presiden, cuma beda alih alih.",kesal cak jokowi pilih zul hasan dukung pilpres jabat pkb capek tambah sampeyan zul hasan suara panjang jabat presiden beda alih alih
225,1,2022-06-18T18:48:28.000Z,Hartati,"Barakallah fii umrik,  presiden Jokowi,  InsyaaAlah bapak sehat selalu dan sukses membawa negara dan bangsa ini jelang akhir masa jabatan. Bapak akan menjadi kenangan dan sejarah sebagai presiden yg sudah selesai dgn dirinya sendiri",barakallah fii umrik presiden jokowi insyaaalah sehat sukses bawa negara bangsa jelang jabat kenang sejarah presiden selesai
226,1,2022-06-15T22:22:49.000Z,Woro Woro2,Baru di era Jokowi ini ada Polisi kalah sama lonte ....yang model begini minta tiga periode...?!,era jokowi polisi kalah lonte model tiga periode
227,1,2022-06-09T14:34:53.000Z,Furqan Jurdi,Because presiden Adit @aditiandygsndr  bentar lagi masa jabatan di republik parkiran serikat akan berkahir dan sebagaimana kita republik parkiran serikat dimohon MPR parkiran bung 3ga @sinkinkkk  segera melantik presiden baru agar tatanan negara parkiran berjalan sesuai dgn UUD.,because presiden adit bentar jabat republik parkir serikat berkahir republik parkir serikat mohon mpr parkir lantik presiden tatanan negara parkir jalan sesuai uud
228,1,2022-06-23T07:38:18.000Z,KARNI ILYAS CLUB,"BEDAH JURNAL HUKUM

Jawaban Konstitusi Terhadap Penundaan Pemilu dan Perpanjangan Masa Jabatan Presiden

Writer : Fauzan Hadi (Internship 4.0 Content Creator Advokat Konstitusi)
Designer : Tasya Shafa (Internship 4.0 Content Creator Advokat Konstitusi)

https://t.co/i3IK9AdPoL",bedah jurnal hukum konstitusi tunda milu panjang jabat presiden writer fauzan had internship isi creator advokat konstitusi designer tasya shafa internship isi creator advokat konstitusi httpstcoiikadpol
229,1,2022-06-27T00:33:38.000Z,ICE,"Belum di lantik ulang maka saya tetap bekerja sesuai dengan jabatan yang ada di SK saya.. sampai ada pelantikan ulang baru.. ( makanya saya kesel juga kok dibuat sama ala kepala daerah yang habis masa jabatan, ini juga ala presiden yang habis masa jabatan..  parah banget",lantik ulang sesuai jabat sk lantik ulang kesel ala kepala daerah habis jabat ala presiden habis jabat parah banget
230,1,2022-06-29T03:07:48.000Z,elvis sitompul,"BEM SI akan terus berunjuk rasa hingga tuntutannya dipenuhi, termasuk menolak masa jabatan Jokowi tiga periode. 

Panjang umur perjuangan. Tolak jg kenaikan harga minyak goreng, BBM, PPN, Gas, dll
@BEM_SI @BEMUI_Official
Kongres Rakyat dipimpin Mahasiswa
 https://t.co/HuzFADSUM7",bem unjuk tuntut penuh tolak jabat jokowi tiga periode umur juang tolak naik harga minyak goreng bbm ppn gas lain kongres rakyat pimpin mahasiswa httpstcohuzfadsum
231,1,2022-06-24T05:58:10.000Z,Herman_777,"Benar2 pansos nih orang...
Bebal dan mukanya tebal...

Relawan Jokpro Klaim Ada Sinyal Penerimaan Tiga Periode dari Jokowi https://t.co/SiU5JAVxOq",pansos orang bebal muka tebal rawan jokpro klaim sinyal terima tiga periode jokowi httpstcosiujavxoq
232,1,2022-04-17T18:45:02.000Z,Apul Rudolf Silalahi,"Bendahara Umum Projo, Panel Barus, mengatakan wacana masa jabatan presiden tiga periode bukan agenda politiknya. Namun, Projo menginginkan masa jabatan Presiden Joko ""Jokowi"" Widodo diperpanjang jadi 2,5 periode. https://t.co/PtVgjB1P3h https://t.co/Ko0zoCygZj",bendahara projo panel barus wacana jabat presiden tiga periode agenda politik projo jabat presiden joko jokowi widodo panjang periode httpstcoptvgjbph httpstcokozocygzj
233,1,2022-04-17T02:34:57.000Z,Irfan Hidayat,"Bener kata Qodari, ada potensi peningkatan eskalasi perpecahan di pilpres 2024 dibandingkan dgn pilpres sebelum2nya? 

Tapi kenapa solusinya harus Jokowi tiga periode? Kenapa ngga pake cara nurunin level Presidensial Treshold?",bener qodari potensi tingkat eskalasi pecah pilpres banding pilpres solusi jokowi tiga periode pakai nurunin level presidensial treshold
234,1,2022-06-22T22:22:20.000Z,KARNI ILYAS CLUB,Berarti masa jabatan Jokowi jadi presiden mesti dikorting 1 tahun juga ya https://t.co/pe4LVJusmL,jabat jokowi presiden mesti korting httpstcopelvjusml
235,1,2022-06-22T11:14:06.000Z,KARNI ILYAS CLUB,"Berdasarkan Keputusan Presiden Nomor 73/P Tahun 2017 dan Keputusan Presiden Nomor 43/P Tahun 2021, masa jabatan anggota Dewas LPP TVRI seharusnya berakhir pada 7 Juni 2022. Johnny Plate @kemkominfo",dasar putus presiden nomor p putus presiden nomor p jabat anggota dewas lpp tvri juni johnny plate
236,1,2022-06-22T05:41:42.000Z,Jack,"Berdasarkan survei Populi Center, sebanyak 64,4 persen responden menentang usulan perpanjangan masa jabatan Presiden Jokowi menjadi tiga periode. https://t.co/u4I6e7pfua",dasar survei populi center persen responden tentang usul panjang jabat presiden jokowi tiga periode httpstcouiepfua
