VALUE SENTIMEN,tanggal,pengguna,isi teks
1,2022-06-12T14:16:48.000Z,KABAR HARI INI,"Awalnya saya mengira ini berita lama dari 1 atau 2 tahun yg lalu, begitu sy buka ternyata berita 25 Juni 2022, baru ditulis dua hari yg lalu. 

Relawan Jokpro Klaim Ada Sinyal Penerimaan Tiga Periode dari Jokowi https://t.co/rOlTrIRQst"
1,2022-04-17T06:20:42.000Z,Himpunan Mahasiswa Jurusan Manajemen,"Awas Bisa Disebut Pengkhianat! Pendukung Jokowi Tiga Periode Mesti Tahu Amanat Reformasi

Pangi Syarwi Chaniago menyatakan tak setuju dengan wacana masa jabatan presiden menjadi tiga periode

24TahunReformasiDiKhianati
24TahunReformasiDiKhianati

https://t.co/Gl5Eep7qF4"
1,2022-05-23T15:46:49.000Z,Injoker,"Bahaya memang kalau orang terlalu lama berada pada pucuk kekuasaan. Bisa gak sadar dan gak bijak, krn terlena dgn kuasa. Mabuk akan pelayanan dan pengkultusan oleh banyak orang. Makanya masa jabatan Presiden itu hrs dibatasi cukup 2 periode. 10 tahun aja udah potensi jd otoriter."
1,2022-06-23T07:45:32.000Z,Cantika,"Bahkan, politikus PDIP meminta generasi muda segera melakukan aksi protes ketika isu Jokowi menjabat Presiden RI tiga periode semakin menguat.  https://t.co/ECknn3vTFZ"
1,2022-06-15T22:17:29.000Z,unimaculata,bahwa pemerintah tengah berupaya untuk melakukan penundaan pemilu atau spekulasi mengenai perpanjangan jabatan Presiden dan juga yang berkaitan dengan soal tiga periode.
1,2022-04-29T01:49:06.000Z,hhh,"Banyak yang kesal ya cak karena Jokowi pilih Zul Hasan, tidak dukung di pilpres 2019 malah dapat jabatan, PKB yang juga capek malah tidak ditambah. Tapi sampeyan kan dengan Zul Hasan sama saja!  Sama sama suarakan  perpanjangan masa jabatan presiden, cuma beda alih alih."
1,2022-06-18T18:48:28.000Z,Hartati,"Barakallah fii umrik,  presiden Jokowi,  InsyaaAlah bapak sehat selalu dan sukses membawa negara dan bangsa ini jelang akhir masa jabatan. Bapak akan menjadi kenangan dan sejarah sebagai presiden yg sudah selesai dgn dirinya sendiri"
1,2022-06-15T22:22:49.000Z,Woro Woro2,Baru di era Jokowi ini ada Polisi kalah sama lonte ....yang model begini minta tiga periode...?!
1,2022-06-09T14:34:53.000Z,Furqan Jurdi,Because presiden Adit @aditiandygsndr  bentar lagi masa jabatan di republik parkiran serikat akan berkahir dan sebagaimana kita republik parkiran serikat dimohon MPR parkiran bung 3ga @sinkinkkk  segera melantik presiden baru agar tatanan negara parkiran berjalan sesuai dgn UUD.
1,2022-06-23T07:38:18.000Z,KARNI ILYAS CLUB,"BEDAH JURNAL HUKUM

Jawaban Konstitusi Terhadap Penundaan Pemilu dan Perpanjangan Masa Jabatan Presiden

Writer : Fauzan Hadi (Internship 4.0 Content Creator Advokat Konstitusi)
Designer : Tasya Shafa (Internship 4.0 Content Creator Advokat Konstitusi)

https://t.co/i3IK9AdPoL"
1,2022-06-27T00:33:38.000Z,ICE,"Belum di lantik ulang maka saya tetap bekerja sesuai dengan jabatan yang ada di SK saya.. sampai ada pelantikan ulang baru.. ( makanya saya kesel juga kok dibuat sama ala kepala daerah yang habis masa jabatan, ini juga ala presiden yang habis masa jabatan..  parah banget"
1,2022-06-29T03:07:48.000Z,elvis sitompul,"BEM SI akan terus berunjuk rasa hingga tuntutannya dipenuhi, termasuk menolak masa jabatan Jokowi tiga periode. 

Panjang umur perjuangan. Tolak jg kenaikan harga minyak goreng, BBM, PPN, Gas, dll
@BEM_SI @BEMUI_Official
Kongres Rakyat dipimpin Mahasiswa
 https://t.co/HuzFADSUM7"
1,2022-06-24T05:58:10.000Z,Herman_777,"Benar2 pansos nih orang...
Bebal dan mukanya tebal...

Relawan Jokpro Klaim Ada Sinyal Penerimaan Tiga Periode dari Jokowi https://t.co/SiU5JAVxOq"
1,2022-04-17T18:45:02.000Z,Apul Rudolf Silalahi,"Bendahara Umum Projo, Panel Barus, mengatakan wacana masa jabatan presiden tiga periode bukan agenda politiknya. Namun, Projo menginginkan masa jabatan Presiden Joko ""Jokowi"" Widodo diperpanjang jadi 2,5 periode. https://t.co/PtVgjB1P3h https://t.co/Ko0zoCygZj"
1,2022-04-17T02:34:57.000Z,Irfan Hidayat,"Bener kata Qodari, ada potensi peningkatan eskalasi perpecahan di pilpres 2024 dibandingkan dgn pilpres sebelum2nya? 

Tapi kenapa solusinya harus Jokowi tiga periode? Kenapa ngga pake cara nurunin level Presidensial Treshold?"
1,2022-06-22T22:22:20.000Z,KARNI ILYAS CLUB,Berarti masa jabatan Jokowi jadi presiden mesti dikorting 1 tahun juga ya https://t.co/pe4LVJusmL
1,2022-06-22T11:14:06.000Z,KARNI ILYAS CLUB,"Berdasarkan Keputusan Presiden Nomor 73/P Tahun 2017 dan Keputusan Presiden Nomor 43/P Tahun 2021, masa jabatan anggota Dewas LPP TVRI seharusnya berakhir pada 7 Juni 2022. Johnny Plate @kemkominfo"
1,2022-06-22T05:41:42.000Z,Jack,"Berdasarkan survei Populi Center, sebanyak 64,4 persen responden menentang usulan perpanjangan masa jabatan Presiden Jokowi menjadi tiga periode. https://t.co/u4I6e7pfua"
1,2022-06-16T00:06:11.000Z,kutu kupret,"Berdasarkan UUD 1945 yang telah diamandemen pada SU MPR 1999, Presiden hanya dpt menjabat dua periode masa jabatan, itu menurut UUD 1945 setelah diamandemen. Era pak Harto, tdk demikian, dek, diperbolehkan. Artinya kini jika ngotot 3 periode, itu melanggar UUD45. Paham?"
1,2022-06-23T12:11:05.000Z,Y Saputra,"Berikut 3 berita terpopuler yang terjadi hari ini, antara lain demo tolak jabatan Presiden tiga periode masih berlangsung di sejumlah daerah, 2 pengeroyok Ade Armando ditangkap, dan 18 jenazah korban truk maut tiba di Kupang. https://t.co/qiZrsrNkBD"
1,2022-06-21T06:17:23.000Z,Persuasi Media,"Boleh nambah kalimat ...
Klaim Kinerja Jokowi Sangat tidak Baik, Kobar: Gerakan Tiga Periode Lanyak Dihentikan !
#2024GantiPresiden
#2024GantiPresiden"
1,2022-06-12T23:51:32.000Z,Moeslim Arbi,"Bunyi Pasal 7 UUD 1945, ""Presiden dan Wakil Presiden memegang jabatan selama lima tahun, dan sesudahnya dapat dipilih kembali dalam jabatan yang sama, hanya untuk satu kali masa jabatan""."
0,2022-06-20T20:16:26.000Z,......,"Cek Fakta: Beredar Video Jokowi Bagi-bagi Kaus ‘Jokowi Tiga Periode’, Simak Kebenarannya https://t.co/sK38TkwKiq"
1,2022-06-14T06:15:00.000Z,Democrazy News,"Dari Soal Capres 2024 Sampai Presiden Tiga Periode, Surya Paloh: “Pak Jokowi Masih Yang Terbaik, Tapi…” YOUTUBE &gt;&gt;&gt; https://t.co/DglW9yR7Bu https://t.co/w73YzhKZYr"
0,2022-06-19T18:08:11.000Z,DayatPondok,"Dari Tempo 
Jokowi masih saja menggalang kekuatan partai pendukung. Kini nyaris semua partai berada di bawah kendalinya. Untuk apa? Mengembalikan ide gila tiga periode? Atau konsolidasi menjelang 2024 yang terlalu dini? https://t.co/3NVKyrFLut"
0,2022-06-27T14:27:36.000Z,fajar pake F,DEBAT SERU TIGA PAKAR SOAL JOKOWI 2024 // SPEKULASI TIGA PERIODE ATAU TURUN JADI WAPRES?! // TAYANG JAM 4 SORE INI! SUBSCRIBE YOUTUBE &gt;&gt;&gt; https://t.co/AiKLCABo0J https://t.co/V0BQ0gYLJ2
0,2022-06-13T08:56:58.000Z,Indonesia Lawyers Club,"Deklarator Kobar Sahat Martin Philip Sinurat Sebut Jokowi Tiga Periode Terus Disuarakan, Ini Alasannya https://t.co/uHSrsM9pfO #DeklaratorKobar #headline #Jokowi #JokowiTigaPeriode"
1,2022-06-11T08:33:05.000Z,Kompas.com,"Demo di Patung Kuda, Mahasiswa Tolak Jabatan Presiden Tiga Periode https://t.co/7WMsYRiGZz"
1,2022-06-16T13:49:02.000Z,Arjuna,"Demo mahasiswa pecah saat penolakan wacana jabatan presiden tiga periode di beberapa kota, meskipun isu masa jabatan tiga periode sudah ditolak oleh Presiden secara langsung.  https://t.co/HSNPy89ZdG"
1,2022-06-05T05:46:37.000Z,Lupanama Ingatrasa,"dengan jelas bahwa masa jabatan presiden dan wakil presiden dibatasi hingga dua periode. Oleh karena itu, wacana tiga periode ini merupakan salah satu pelanggaran terhadap pasal UUD 1945. Hal tersebut menimbulkan banyak pro dan kontra dari masyarakat yang mendukung ataupun https://t.co/UhtXatKFXF"
1,2022-06-11T17:16:53.000Z,Keuangan News,"dijalankan setiap 5 tahun sekali. Masa jabatan presiden di Indonesia pun ""jika"" masih menganut UU yang berlaku adalah selama 2 tahun/2 periode.

Lalu, bagaimana jika hal-hal mutlak yang sudah terbentuk dalam kelembagaan perlahan luntur?"
1,2022-06-19T04:18:07.000Z,نيكو بوترا براتاما,"Dimulainya Pengadilan Terhadap Anak Dibawah Umur Peserta Aksi Penolakan Jokowi Tiga Periode, Advokat Persaudaraan Islam: Mencerminkan Dugaan Adanya Arogansi Penegakan Hukum https://t.co/7ayPA9S4T2"
1,2022-06-18T00:03:39.000Z,Mimakhayla,"Direktur Indo Barometer M Qodari Sebut Gerakan Jokowi Tiga Periode Adalah Keinginan Rakyat 

https://t.co/2OObyPPvgx 

#TigaPeriodePresiden @jokowi"
1,2022-06-28T17:40:20.000Z,Daily News Indonesia,"Dorong Jokowi Tiga Periode, Adhie M Massardi Sebut Dosa Projo https://t.co/kWR21pDh9T #AdhieMMassardi #dosa #Jokowi #Projo"
0,2022-06-17T11:10:21.000Z,Liputan.co.id,"DUA PERIODE AJA BELUM TENTU BISA DI JALAN KAN SAMPAI HABIS MAU TIGA PERIODE LAGI. JOKOWI WIDODO DI AMBANG KEHANCURAN SEBELUM LEBARAN ATAU LEWAT LEBARAN AKAN DI UPAYAKAN LENGSER DARI JABATAN NYA WARGA MASYARAKAT UDAH MUAK SKENARIO JOKOWI WIDODO 
https://t.co/qukTnFTRc8"
1,2022-06-17T10:05:01.000Z,Orang Dapur,"Dua periode sudah cukup bagi rakyat untuk memberikan penilaian

Buat apa memperpanjang jabatan tiga periode dan melanggar konstitusi 

Kalau nilai raport lima tahunan saja dibawah standar rata-rata? 

 https://t.co/qC9OtG59mv"
0,2022-06-17T03:07:45.000Z,Semar,Dukung jokowi tiga periode. https://t.co/mN0VaDu0HA
1,2022-06-23T08:07:47.000Z,Kombur Mamak,"Gagasan penundaan Pemilu 2024 dan perpanjangan masa jabatan presiden juga mencerminkan inkonsistensi partai politik.
#Pemilu #PemiluSerentak2024 #BandungBergerak https://t.co/cGRQ7kzoyA"
1,2022-06-20T22:16:49.000Z,Adrian,"Gibran dari awal menyatakan tidak setuju dengan perpanjangan masa jabatan presiden menjadi tiga periode. / #Regional
https://t.co/HNxDsrhMSi"
0,2022-06-16T23:21:14.000Z,KEN AROK,Gimana kalau ternyata #Pemilu2024 diundur 1-2 tahun? Hayo lho?! @bawaslu_RI @KPU_ID @MPRRI @DPR_RI @PDI_Perjuangan @Gerindra @Golkar5 Undur saja 1 tahun utk #PemiluSerentak2024 menjadi #2025. Tambahkan 1 thn pada masa jabatan Presiden/WaPres menjadi 6 tahun &amp; 3 periode. Begitu.
0,2022-06-16T03:22:21.000Z,7༃,"Gua termasuk yg ga percaya parpol2 itu mau amandemen masa jabatan Presiden
Patokan gw ya mba mega diperkuat. Rakernas Nasdem hari ini"
0,2022-06-15T18:57:11.000Z,Siorange,"HALAH BACOT! Ngaca donk! Ente juga termasuk salah satu pelanggar sebenarnya. Dengan mengusulkan duet Jokowi-Prabowo, yang secara ga langsung mendukung TIGA PERIODE!"
1,2022-04-26T00:39:07.000Z,Duta Nugroho,"Harus terus dikawal, kami menolak ide, usulan, gagasan apapun mengenai perpanjangan jabatan atau tiga periode. Kawal terus konstitusi! Panjang umur negara, panjang umur perjuangan!"
1,2022-06-11T11:26:41.000Z,Martinus Butarbutar,Hotman Paris Desak Hentikan Jabatan Tiga Periode Otto Hasibuan di Peradi https://t.co/WeDaJ7eoyq
1,2022-06-15T14:05:00.000Z,Democrazy News,Hotman Paris Hutapea menyinggung soal masa jabatan tiga periode Ketua Umum Peradi Otto Hasibuan. Seperti apa? https://t.co/ZrLXV2QSiR
0,2022-06-15T13:16:00.000Z,Sekretariat Negara,Iklan di tempat legal...yang pasang iklan gampang ketahuan siapa mereka ...siapun yang mewacanakan dan merencanakan 3 periode harusnya ditangkap karena itu bertentangan dengan Konstitusi dan melanggar pasal 7 Undang-Undang Dasar (UUD) 1945 tentang batasan masa jabatan presiden.
0,2022-06-25T13:46:29.000Z,Suheri adi,"Ini hoax bukan sih?
Kalau betul.. adek2  mhs kita demo lg yuk..

Viral Ribuan Kaos 'Jokowi Tiga Periode' Beredar Saat Presiden Kunjungi Kabupaten Ende, NTT - https://t.co/wNA1FDGkyy"
0,2022-06-20T00:04:39.000Z,Tgk.syahrul 2001,"ini maksudnya gimana???
Biar jkw jadi presiden selamanya??
Perpanjangan masa jabatan??

Atau takut kalah??"
0,2022-06-15T05:45:36.000Z,Ozan Husein,"Isu mengenai perubahan masa jabatan presiden menjadi tiga periode adalah isu di luar parlemen. Demikian disampaikan Himma dalam acara Sosialisasi Pancasila, UUD 1945, Bhinneka Tunggal Ika, dan Negara Kesatuan Republik Indonesia (NKRI)"
0,2022-06-12T13:49:44.000Z,suaranasional,Itung2 ini balas jasa mu yg udah ngoceh perpanjangan masa jabatan presiden lah...  @ZUL_Hasan @Official_PAN
0,2022-06-28T16:42:46.000Z,Ａｎ？,"Iya Pak @jokowi, rakyat percaya Bapak dukung Fomula E sejak awal.
Rakyat juga percaya Bapak sudah menghentikan berutang ke luar negeri, meningkatkan pertumbuhan ekonomi hingga 8%, menurunkan harga minyak goreng hingga 14.000, menolak tiga periode dan seterusnya.
Tapi boong.."
1,2022-06-14T08:41:54.000Z,Repelita Online,"Jadi, wacana Jokowi tiga periode ini hanya akan jadi biang kegaduhan. Stop it, jangan pakai ego apalagi gaya-gaya mendukung membabi buta.

Jadi kalau memang dukung Jokowi, ikuti apa kata dia. Jangan menjerumuskan dia ke dalam masalah baru yang sengaja dibakar. https://t.co/cdchEKPgcb"
1,2022-06-18T14:13:52.000Z,B.,"Jakarta, https://t.co/wKgHpxgO1c – Presiden Joko Widodo resmi melantik dua figur menteri dan tiga figur wakil menteri Kabinet Indonesia Maju untuk sisa masa jabatan periode tahun 2019-2024. Acara pelantikan 

https://t.co/V3Jq2XBpsU https://t.co/3agtFWOAMJ"
0,2022-06-16T09:10:41.000Z,Seruput teh ginastel,Jalan Sempit @jokowi Menuju Tiga Periode. https://t.co/nZHqLq6gZY
0,2022-04-14T22:58:21.000Z,detikcom,"Jangan kaget jika ketum PKB spt ini.  Reshuffle kan cuma soal bagi kue. Toh Zulkifli Hasan dan Cak Imin ya sama saja, sama sama suarakan perpanjangan masa jabatan presiden. Sama sama berbakat membajak demokrasi dan mandat rakyat. https://t.co/1MupQpjcRe"
1,2022-06-10T12:52:46.000Z,MariaMey,"Jangan terlalu bahagia.....
Jika dlm UU masa Jabatan Presiden bisa 3 Periode ybs juga pasti masih dikubu sana.... Jabatan selesai lalu merapat ke Org yg berpotensi menduduki Jabatan tsb
.
Justru harus berhati2 dg Org yg punya karakter seperti itu"
0,2022-06-14T22:35:20.000Z,King Cobra,"Joko Widodo kembali menggaungkan gerakan tiga periode utk pemerintahan Presiden Jokowi dlm Pilpres 2024. Mereka mengklaim sinyal2 dukungan kpd masyarakat  utk melanjutkan tiga periode sdh cukup luas.
#TangkapTerorisKonstitusi
#TangkapTerorisKonstitusi https://t.co/IYuEtVK3BS"
1,2022-05-18T03:54:23.000Z,Hasian,"Jokowi juga gak melanggar aturan kalo dibikin UU tiga periode. Sederhana itu, semwa paham."
1,2022-06-14T05:33:21.000Z,Radio Suara Surabaya,"Jokowi juga tegas menolak masa jabatan tiga periode.
#TolakDemoHamasiswa https://t.co/knyc62olp3"
0,2022-06-14T03:58:02.000Z,JPNN.com,Jokowi mau tiga periode mba
1,2022-06-15T03:52:11.000Z,yahya sukardi 2017,"Jokowi merasa heran terhadap aksi demonstrasi yg ditujukan kepadanya terkait masa jabatan tiga periode.
Dia menyebutkan, tdk pernah menyatakan akan melanjutkan pemerintahan setelah masa jabatannya selesai dlm dua periode, yakni pada 2024.

Efek otak kadrun konslet!!! https://t.co/0ukK0usH5Y"
1,2022-06-13T16:29:54.000Z,Ir. Rudi Kadarisman,Jokowi Perpanjang Masa Tugas Anggota DKPP Tiga Bulan. Perpanjangan masa jabatan berlaku selama tiga bulan mulai 12 Juni 2022 hingga anggota DKPP periode 2022-2027 diangkat.  https://t.co/k3tWYK1V9n
1,2022-06-13T15:08:40.000Z,Masri Al Fatih,"Jokowi Resmi Lantik Dua Menteri dan Tiga Wamen Sisa Masa Jabatan Periode 2019-2024, Ini Nama-namanya https://t.co/hXHS4oJSp4"
1,2022-04-19T04:49:15.000Z,Leonard Han,"Jokowi sudah memberikan alasan penolakan tentang tiga periode kekuasaan. 

Dan tiga alasan yang dikemukakan Jokowi itu sudah jelas akan menggelincirkan atau menjatuhkannya. Tapi oleh kadrun yang suka bikin gaduh itu tak pernah mau percaya.

Dasar Kadrun Congek,'an...‼️ https://t.co/bBVjqHJlf8"
1,2022-06-13T07:28:28.000Z,bizlawIndonesia,"Jokowi tidak mempermasalahkan wacana tiga periode, namun ia tegaskan soal konstitusi https://t.co/E4oqI97Kw7"
1,2022-06-15T11:24:04.000Z,Indonesia Maju,"Jokowi tiga periode vs presiden perempuan

Hanya catatan ini yang diberikan sahabat sekaligus mentor kami DW soal 2024"
1,2022-06-27T14:41:54.000Z,Anak Mama,"Jokowi tolak jabatan tiga periode

(◍•ᴗ•◍)❤
 #FokusMembangunNegeri https://t.co/65r2Hwwlgx"
0,2022-06-22T05:35:36.000Z,Kombur Mamak,Jokpro Klaim Jokowi Beri Sinyal Tiga Periode https://t.co/p85f6ozQRa
0,2022-06-04T15:11:09.000Z,Centang Biru ●╰╮✾✾╭╯●,"Jokpro: Prabowo Sebut Capres Tak Harus Dirinya, Sinyal Kuat Untuk Jokowi Tiga Periode 

https://t.co/Zw9XW9fTBR 

@jokowi @prabowo"
1,2022-05-22T04:35:54.000Z,Tanto,Jubir: PKS tetap tolak wacana perpanjangan masa jabatan presiden RI jadi tiga periode - https://t.co/AfTksGIEZf
1,2022-06-27T13:33:48.000Z,Kuda Hitam! Jadilah Pemenang! Di Setiap Tantangan!,"Kalau IKN katanya harus dijalankan dan dilaksanakan oleh siapapun nanti Presidennya, dengan alasan sudah ada UU nya.
Tapi giliran masa jabatan Presiden yg sudah ada UUnya harus 2 Periode, malah mau dilanggar minta 3 periode.
Hidup bernegara koq suka2 jidatmu sendiri, Situ Waras?!"
1,2022-06-26T09:46:02.000Z,Romitsu Top,"Kalau nyanyi menghitung hari kan keren, bisa ditafsirkan tidak ada perpanjangan masa jabatan presiden.https://t.co/STqCiW6XCy"
1,2022-06-12T12:29:15.000Z,Rongsokan Narasi,"kata Kamhar dalam keterangannya, Kamis (31/3/2022). Penilaian Kamhar mengacu pada pernyataan Presiden Jokowi untuk menanggapi usulan tiga periode, penambahan masa jabatan, dan wacana penundaan pemilu. Beberapa kali, Jokowi angkat bicara dengan usulan tersebut. Namun, Demokrat"
1,2022-04-21T14:07:47.000Z,SERUAN H7,Katanya petani sawit minta perpanjangan masa jabatan Presiden. https://t.co/nBmFxihfXY
0,2022-06-12T10:25:07.000Z,Voidotid,"Katanya Presiden Jokowi kampanye tiga periode. Hoaks bukan ya? Coba kita tanya Stefani Ginting yuk.

Ingat, saring dulu sebelum sharing!

#viral #videoviral #jokowi #presidenjokowi #kampanye #pilpres #tigaperiode #hoax #hoaks #beritahoaks #fakta #kominfo #lensaindonesia https://t.co/0BLjVfvVxy"
0,2022-06-12T09:52:45.000Z,Boy rembaya,"Ketua DPD GERINDRA SUMSEL/Wakil Pimpinan DPRD Prov.Sumsel ibu Karti Sandra Desi, SH menyerahkan Aspirasi Mahasiswa yang  terkait penolakan terhadap penundaan pemilu dan perpanjangan masa jabatan presiden atau jabatan presiden tiga periode ke Pimpinan DPR RI bapak Sufmi Dasco https://t.co/T39uINnhzY"
1,2022-06-02T07:36:11.000Z,"terus semangat,semangat terus",Ketua DPD RI ini memang berniat ngajak perang dan berusaha habisi secara pribadi Luhut. Buat apa memperpanjang masalah sementara  masalah tiga periode dan penundaan jabatan presiden sudah dengan jelas dijelaskan presiden. @kemenkomarves @PakLuhut @KawanLBP
1,2022-06-12T07:03:23.000Z,Kureta ID,"Ketua DPD RI yang mengomentari keadaan aktual yang terjadi di Indonesia;mengenai tiga periode atau perpanjangan masa jabatan presiden, soal demonstrasi mahasiswa agar jangan ditangani secara represif, #lanyalla #nyallaapidemokrasi"
1,2022-06-16T14:25:02.000Z,D Pur,"Ketua MPR RI Tegaskan Tidak Ada Pembahasan Masa Jabatan Presiden Tiga Periode.
#Jokowi
#IndonesiaMaju https://t.co/jr7wwxnThv"
0,2022-06-29T02:08:36.000Z,Pecinta Organik,Ketua Umum Projo Budi Arie Setiadi kembali membuka kembali wacana bergulirnya Jokowi tiga periode dalam diskusi kolaborasi detikcom-Total Politik. https://t.co/AV40Vi0iRm
0,2022-06-20T06:44:37.000Z,Republika.co.id,"Ketum Ormas Projo Budi Arie Setiabudi, alumnus kolese kanisius 1988, kembali menghidupkan wacana tiga periode Presiden Jokowi yang sempat terkubur.

https://t.co/QTxIiOvWpM"
0,2022-06-12T04:30:32.000Z,Lusia Rahma⚜️,Ketum Projo Optimis Jokowi Tiga Periode Masih Mungkin Terwujud https://t.co/levN8f1nUf
0,2022-06-12T11:24:52.000Z,Abu Hafidz,Ketum Projo: Jokowi Tiga Periode Ini Kemungkinan Politik https://t.co/7oAiQEYW5z
0,2022-06-11T21:30:31.000Z,Taruna Adjie,Ketum Projo: Sepertiga Rakyat Indonesia Menginginkan Jokowi Tiga Periode! https://t.co/woDUEcCL2L
0,2022-06-11T11:38:38.000Z,Keuangan News,"Kira2 kalian pilih yg mana?
Kata kuncinya, jangan pilih capres:
1.yang jual ayat dan mayat
2.yang lekat dng orba.
3.yg bikin gaduh dng isu jabatan presiden tiga periode.
Gampang kan? https://t.co/qUrQ53iBap"
1,2022-05-29T13:04:02.000Z,JPNN.com,"Kita semua sepakat untuk menolak jabatan tiga periode. Bahkan Presiden Jokowi sudah berkomitmen untuk melaksanakan pemilu 14 Februari 2024 nanti. Harusnya isu ini disudahi saja, jgn terus digembor-gemborkan, karena sdh ""expired"" untuk dibahas. Sebaiknya fokus isu lainnya saja."
0,2022-06-11T09:02:15.000Z,My Putun,"Klaim Projo: Jokowi Tiga Periode Itu Aspirasi Rakyat, Sebuah Kemajuan Luar Biasa! https://t.co/cWEoaEB1Yx lewat @Repelita Online"
0,2022-06-21T01:19:11.000Z,Indro,"Kok kyak kesannya #Pemilu2024 itu 3-6 bulan lagi yaa? Padahal kan masih 1-2 tahun lagi?! Terlalu cepat mereka ini bergerak. Atau sebaiknya #PilpresDitundaSaja menjadi tahun 2025? Dan, Masa Jabatan Presiden menjadi maksimal 3 periode, masing-masing 6 tahun? @DPR_RI @MPRRI @jokowi"
1,2022-04-17T02:11:44.000Z,Share.Info,"konstitusi telah mengamanahkan masa jabatan presiden maksimal 2 periode. ""Itu yang harus kita jaga bersama-sama,"" https://t.co/UKcLERT7My"
0,2022-04-16T07:22:46.000Z,Anwar Sudibyo,"Kura2 dalam perahu
Pura2 tidak tahu, 
kalau ini hanya sinetron yg dimainkannya utk meningkatkan elektabilitas Jokowi.
Masih nafsu tiga periode?
#JokowiPerusakBangsa"
1,2022-06-21T23:33:03.000Z,Kaspito Gabriel Hutagalung,"Kurang apa lagi penjelasan Presiden Jokowi mengenai perpanjangan jabatan atau tiga periode ..beliau MENOLAK ..!!!

Mahasiswa,Buruh,msh saja protes.
Pak Jokowi menolak saja selalu diproses dan di demo..apalagi beliau setuju utk perpanjangan jabatan tiga periode..‍♂️"
0,2022-06-22T08:00:33.000Z,jonsa,"Kurangi makan itu... ujungnya kelaparan. Dan terakhir itu terjadi di akhir masa jabatan presiden Sukarno. Mau kalian tiru secara sadar? Rezim yg bikin rakyat lapar itu gak pernah selamet di mana pun, zul."
1,2022-04-16T00:53:29.000Z,Iskandar Fauzi,"LaNyalla: DPD RI palang pintu agar jangan sampai ada penambahan tiga periode jabatan presiden
#SayNoTo3Periode  #lanyalla https://t.co/M7zecPpedP"
1,2022-06-21T08:20:21.000Z,Nien,Lautan Massa Aksi Unjuk Rasa Aliansi Jawa Tengah Menggugat Tolak Penundaan Pemilu dan Jabatan Presiden Tiga Periode https://t.co/CBLCIKGgLQ
0,2022-04-16T00:02:38.000Z,| SEKNAS RI™ |,Lebih berbahaya perpanjangan masa jabatan presiden 3 periode⁉️ Amsioooong‼️
1,2022-06-05T09:02:35.000Z,Teuku Gandawan,"Lembaga penelitian dan opini publik, Populi Center merilis survei terbaru terkait penundaan masa jabatan presiden menjadi tiga periode. 

https://t.co/AyYOsc1kXg"
1,2022-06-10T06:53:31.000Z,Media Indonesia,Mahasiswa juga menolak wacana penundaan pemilu dan jabatan presiden tiga periode https://t.co/OvkvNAjbLk
1,2022-04-15T15:00:00.000Z,#RAMADANTIBA,"Makin Keras, Masinton Serukan Anak Muda dan Mahasiswa Turun ke Jalan Jika Jokowi Nekad Tiga Periode! https://t.co/ySfJANOLfF"
0,2022-06-25T15:28:53.000Z,Joe A bidien,Mardani Ungkap Wacana Jokowi Tiga Periode Terus Bergerilya di Eksekutif dan Legislatif https://t.co/843VZWLb0V
1,2022-06-27T22:12:42.000Z,Inisial DW,"Masalah Jokowi tiga periode, aku pribadi sih bukan gak suka sama Jokowi nya ya tapi sama menteri menterinya. Terutama LBP. Idiw iyuh mesti punya menteri tua greedy gitu untuk kedua kalinya? No way. Menteri menteri lain juga gak ada yang becus eh minta tambahan periode. Iyuh. https://t.co/uVecnx3C2c"
0,2022-06-25T06:27:03.000Z,Roemit2020,"Masih Upayakan Tiga Periode, Relawan Jokowi Akan Gelar Halalbihalal di Jakarta https://t.co/qHkV0ikRjX"
1,2022-04-15T13:20:59.000Z,Obay Kozlet,"Megawati Bersyukur Jokowi Jadi Presiden RI: Kok Bisa ya, Tahan Banting Banget! Itulah, tidak cukup hanya 2 Periode &amp; masing-masing 5 tahun utk masa jabatan beliau. Sebaiknya, segera ditambahkan menjadi 6 tahun &amp; 3 periode. Setuju? https://t.co/I8YENMvjRL via @PDI_Perjuangan"
0,2022-06-22T07:26:57.000Z,Now_or_never,"Memberikan jabatan kepada orang yang tidak paham, 
Misalnya yang ini, 
contoh lainnya adalah tukang mebel jadi presiden, tidak paham pekerjaan akhirnya mesti dibimbing oleh jenderal masa orba... https://t.co/xjyisCnzbQ"
1,2022-06-15T03:25:54.000Z,Oposisi,"Menjelang berakhirnya masa jabatan Presiden, mulailah nampak mana yg loyal| setia| bekerja u negara"
1,2022-04-15T12:32:58.000Z,Pengawal Nusantara,"Menurut anggota Komisi X DPR RI ini, isu mengenai perpanjangan masa jabatan presiden menjadi tiga periode, kalau MPR tidak bersidang tidak akan terjadi."
0,2022-04-15T09:37:49.000Z,Safeguard Indonesia,"Menurut saya kurang tepat presiden @jokowi memilih kapolri dgn masa jabatan terlalu lama. Idealnya jabatan panglima TNI, kapolri, KASAD dst maksimal 3 tahun."
1,2022-04-14T13:57:06.000Z,KOMPAS TV,Moeldoko minta masyarakat sudahi polemik Tiga Periode masa Jabatan Presiden Jokowi https://t.co/03IwsjE87z
